RACV July 2022 guide re-run — transcribed by Claude direct from Racv book 22 Drive photos (full-res, rotated)
Session date: 2026-07-14
Columns: make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page
RANGE ROVER,RANGE ROVER,Petrol,1995 to 2002,,,3884,3888,,,118
RANGE ROVER,RANGE ROVER,All variants,2002 to 2009,,,3884,3888,"Engine hood must be set to service position to access battery, see pdf. DO NOT jump start directly to battery - use jump points.",,118
RANGE ROVER,RANGE ROVER,"LG, Diesel",2013 onward,,,3884,3888,"Stop Start, must use AGM. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515).",Yes,118
RANGE ROVER,RANGE ROVER,"LG, Petrol",2013 onward,,,3884,3888,"Stop Start, must use AGM. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515).",Yes,118
RANGE ROVER,RANGE ROVER SPORT,Diesel,2002 to 2009,,,3884,3888,"Engine hood must be set to service position to access battery, see pdf. DO NOT jump start directly to battery - use jump points.",,118
RANGE ROVER,RANGE ROVER SPORT,Petrol,2002 to 2009,,,3884,3888,"Engine hood must be set to service position to access battery, see pdf. DO NOT jump start directly to battery - use jump points.",,118
RANGE ROVER,RANGE ROVER SPORT,Diesel,2009 to 2013,,,3884,3888,DO NOT jump start directly to battery - use jump points.,Yes,118
RANGE ROVER,RANGE ROVER SPORT,"Diesel, Autobiography",2009 to 2013,,,,3888,"Stop Start, must use AGM. DO NOT jump start directly to battery - use jump points.",Yes,118
RANGE ROVER,RANGE ROVER SPORT,Petrol,2009 to 2013,,,3882,,DO NOT jump start directly to battery - use jump points.,Yes,118
RANGE ROVER,RANGE ROVER SPORT,"Petrol, Autobiography",2009 to 2013,,,,3888,"Stop Start, must use AGM. DO NOT jump start directly to battery - use jump points.",Yes,118
--- page 118 row count: 21 (photo verified top-to-bottom; matches earlier Drive OCR snippet of this page) ---

=== PAGE 117 ===
PROTON,EXORA,All variants,2013 onward,,,2544,,,,117
PROTON,EXORA,FZ,2013 onward,,,2544,,,,117
PROTON,GEN.2,All variants,2004 onward,,,3551,,,,117
PROTON,JUMBUCK,All variants,2003 to 2010,,,2543,,,,117
PROTON,JUMBUCK,All variants,2010 onward,,,2135,,Do not install larger battery - Engine Hood interference.,,117
PROTON,M21,All variants,1997 to 2000,,2501 5375,2541,,,,117
PROTON,PERSONA,All variants,1996 onward,,,3551,,,,117
PROTON,PREVE,All variants,2013 onward,,,2544,,,,117
PROTON,S16,All variants,2009 to 2012,,,2135,,,,117
PROTON,S16 FLX,All variants,2012 onward,,,2135,,,,117
PROTON,SATRIA,All variants,1997 to 2010,,,3551,,2541 fits on modified bracket versions.,,117
PROTON,SATRIA-NEO,All variants,2010 to 2012,,,3551,,2541 fits on modified bracket versions.,,117
PROTON,SAVVY,All variants,2006 to 2012,,,2136,,,,117
PROTON,SUPRIMA S,All variants,2014 onward,,,2544,,,,117
PROTON,WAJA,All variants,2001 to 2006,,,2544,,,,117
PROTON,WIRA,1.5L,1995 to 1996,,,2543,,,,117
PROTON,WIRA,1.6L,1995 to 1996,,,3551,,,,117
RAM,1500,All variants,2018 onward,,,3772,,,,117
RAMBLER,AMBASSADOR,All variants,1961 to 1978,,4703,,5593,,,117
RAMBLER,AMERICAN,All variants,1961 to 1978,,4703,,5593,,,117
RAMBLER,CLASSIC,All variants,1961 to 1978,,4703,,5593,,,117
RAMBLER,JAVELIN,All variants,1961 to 1978,,4703,,5593,,,117
RAMBLER,MATADOR,All variants,1961 to 1978,,4703,,5593,,,117
RAMBLER,REBEL,All variants,1961 to 1978,,4703,,5593,,,117
--- page 117 row count: 24 (photo verified top-to-bottom; p116 tail rows visible above binding: PORSCHE PANAMERA All variants 2009-2013 = premium 3772 3884 / agm 5556 3888 "Requires female torx socket."; PANAMERA Facelift 2013-2016 = agm 5566 "Requires female torx socket.") ---

=== PAGE 116 ===
PORSCHE,911,991,2012 to 2015,,3664,,5536,Battery under front hood plenum cover.,,116
PORSCHE,911,991 upgrade,2015 onward,,,,5536 3888,"Must use an AGM battery. Some fit 5536, some fit 3888.",,116
PORSCHE,912,All variants,1965 to 1969,,3372,,,,,116
PORSCHE,924,All variants,1977 to 1982,,3372,,,,,116
PORSCHE,928,All variants,1978 to 1985,,3664,3882,5536,,,116
PORSCHE,928,All variants,1984 to 1995,,3664,,5536,,,116
PORSCHE,930,All variants,1975 to 1977,,,3662,,,,116
PORSCHE,944,All variants,1982 to 1991,,3664,3552,5536,,,116
PORSCHE,944,S,1982 to 1991,,3664,,5536,,,116
PORSCHE,968,All variants,1992 to 1995,,,3552,,,,116
PORSCHE,BOXSTER,986,1996 to 2005,,3664,,5536,Battery in front storage compartment.,,116
PORSCHE,BOXSTER,"987, 2.7L, 2.9L",2005 to 2012,,3664,,5536,Battery in front storage compartment.,,116
PORSCHE,BOXSTER,"987, S, 3.2L, 3.4L",2005 to 2012,,,3884,3888,Battery in front storage compartment.,,116
PORSCHE,BOXSTER,981,2012 to 2015,,3664,,5536,Battery in front storage compartment.,,116
PORSCHE,BOXSTER,981 upgrade,2015 to 2016,,,,5536,Must use an AGM battery. Battery in front storage compartment.,,116
PORSCHE,CAYENNE,All variants,2003 to 2007,,,,3888 5566,"AGM battery under passenger seat, some use 3888, some use 5566. Workshop fitment.",,116
PORSCHE,CAYENNE,All variants,2007 to 2010,,,,3888 5566,"AGM battery under passenger seat, some use 3888, some use 5566. Workshop fitment.",,116
PORSCHE,CAYENNE,Series 2,2010 to 2017,,,,3888 5566,"AGM battery under passenger seat, some use 3888, some use 5566. Workshop fitment.",,116
PORSCHE,CAYMAN,987,2006 to 2013,,,3772,5556,,,116
PORSCHE,CAYMAN,981,2013 onward,,,3884,3888,,,116
PORSCHE,MACAN,"4Cyl, Petrol",2014 to 2018,,,,5536,Must use an AGM battery.,,116
PORSCHE,MACAN,Diesel,2014 to 2018,,,,5566,Must use an AGM battery.,,116
PORSCHE,MACAN,"V6, Petrol",2014 to 2018,,,,3888,Must use an AGM battery.,,116
PORSCHE,PANAMERA,All variants,2009 to 2013,,,3772 3884,5556 3888,Requires female torx socket.,,116
PORSCHE,PANAMERA,Facelift,2013 to 2016,,,,5566,Requires female torx socket.,,116
--- page 116 row count: 25 (photo verified top-to-bottom; 5566 confirmed as a real AGM part here, corroborating the Renault Master 5566 reading) ---

=== PAGE 115 ===
PEUGEOT,3008,Diesel,2010 to 2015,,3664,,5536,,,115
PEUGEOT,3008,Petrol,2010 to 2015,,3554,,5526,,,115
PEUGEOT,3008,All other variants,2017 onward,,,,4026,,,115
PEUGEOT,3008,GT,2017 onward,,,,4036,,,115
PEUGEOT,3008,GT LINE,2017 onward,,,,4026,,,115
PEUGEOT,4007,All variants,2009 onward,,4704,,5594,,,115
PEUGEOT,4008,All variants,2012 onward,,,2544,,,,115
PEUGEOT,5008,Diesel,2013 to 2015,,3554,,5526,,Yes,115
PEUGEOT,5008,Petrol,2013 to 2015,,3554,,5526,,Yes,115
PEUGEOT,5008,"P87, Diesel",2018 onward,,,,5536,,Yes,115
PEUGEOT,5008,"P87, Petrol",2018 onward,,,,5526,,Yes,115
PEUGEOT,EXPERT,All variants,2008 onward,,3664,,5536,Battery under drivers floor.,,115
PEUGEOT,PARTNER,Diesel,2008 onward,,3664,,5536,Battery under drivers floor.,,115
PEUGEOT,PARTNER,Petrol,2008 onward,,3664,,5536,Battery under drivers floor.,,115
PEUGEOT,RCZ,Diesel,2010 onward,,3664,,5536,,Yes,115
PEUGEOT,RCZ,Petrol,2010 onward,,3554,,5526,,Yes,115
PONTIAC,FIREBIRD,All variants,1969 to 1978,,4503,3551,,3551 can replace 2581.,,115
PONTIAC,LAURENTIAN,All variants,1960 to 1963,,4503,,,,,115
PONTIAC,PARISIENNE,All variants,1962 to 1969,,4503,,,,,115
PORSCHE,356,All variants,1960 to 1965,6603,,,,,,115
PORSCHE,718,All variants,2016 onward,,,,5556,,,115
PORSCHE,911,All variants,1964 to 1973,,3372,,,Requires 2 batteries.,,115
PORSCHE,911,All variants,1973 to 1989,,3664,,5536,,,115
PORSCHE,911,964,1989 to 1993,,3664,,5536,,,115
PORSCHE,911,993,1994 to 1998,,3664,,5536,,,115
PORSCHE,911,996,1998 to 2005,,,3772,5556,,,115
PORSCHE,911,997,2004 to 2012,,,3772,5556,,,115
--- page 115 row count: 27 (photo verified top-to-bottom; p114 tail rows above binding: PEUGEOT 605 1994-1996 = 3554/5526; 607 2001-2008 = 3664/5536; 2008 Diesel 2013-2016 = 5536 "Stop Start, must use AGM."; 2008 Petrol 2013-2016 = 3554/5526; 2008 All variants 2017-2019 = 4036; 2008 All variants 2020 onward = 4026) ---

=== PAGE 114 ===
PEUGEOT,308,"T9, Diesel",2014 onward,,,,5536,Must use an AGM battery.,Yes,114
PEUGEOT,308,"T9, Petrol",2014 onward,,,,5536,Must use an AGM battery.,Yes,114
PEUGEOT,403,All variants,1960 to 1967,,,3552,,3552 can replace 2582.,,114
PEUGEOT,404,All variants,1962 to 1970,,3664,,5536,,,114
PEUGEOT,405,Petrol,1989 to 1998,,5344,,,,,114
PEUGEOT,405,"SRDT, Diesel",1989 to 1998,,3554,,5526,,,114
PEUGEOT,406,"2D Coupe, Petrol",1996 to 2004,,3554,3552,5526,"Some fit 3552, some use 3554.",,114
PEUGEOT,406,Diesel,1996 to 2004,,3554,3552,5526,"Some fit 3552, some use 3554.",,114
PEUGEOT,406,Petrol,1996 to 2004,,3554,3552,,"Some fit 3552, some use 3554.",,114
PEUGEOT,407,"Diesel, 4cyl",2004 to 2011,,,,5536,AGM required to meet Peugeot CCA specification.,Yes,114
PEUGEOT,407,"Diesel, V6",2004 to 2011,,,3884,,,Yes,114
PEUGEOT,407,Petrol,2004 to 2011,,,,5536,AGM required to meet Peugeot CCA specification.,Yes,114
PEUGEOT,504,Petrol,1970 to 1977,,3372 5344,,,,,114
PEUGEOT,504,Petrol,1973 to 1975,,3372 5344,,,,,114
PEUGEOT,504,Diesel,1977 to 1983,,3664,,5536,,,114
PEUGEOT,504,Petrol,1977 to 1983,,3372 5344,,,,,114
PEUGEOT,505,Diesel,1980 to 1993,,3554 3664,,5526 5536,,,114
PEUGEOT,505,Petrol,1980 to 1993,,3554,,5526,,,114
PEUGEOT,508,1.6L Petrol,2011 to 2015,,1060,,5526,1060 is OEM battery from Peugeot.,Yes,114
PEUGEOT,508,HDI Diesel,2011 to 2015,,,,5536,Stop Start variant must use an AGM battery. Non Stop Start needs 5536 for 760CCA.,Yes,114
PEUGEOT,508,1.6L Petrol,2015 onward,,,,5536,Stop Start variant must use an AGM battery. Non Stop Start needs 5536 for 760CCA.,Yes,114
PEUGEOT,508,HDI Diesel,2015 onward,,,,5536,Stop Start variant must use an AGM battery. Non Stop Start needs 5536 for 760CCA.,Yes,114
PEUGEOT,604,All variants,1978 to 1982,,3554,,5526,,,114
PEUGEOT,605,All variants,1994 to 1996,,3554,,5526,,,114
PEUGEOT,607,All variants,2001 to 2008,,3664,,5536,,,114
PEUGEOT,2008,Diesel,2013 to 2016,,,,5536,"Stop Start, must use an AGM battery.",,114
PEUGEOT,2008,Petrol,2013 to 2016,,3554,,5526,,,114
PEUGEOT,2008,All variants,2017 to 2019,,,,4036,,,114
PEUGEOT,2008,All variants,2020 onward,,,,4026,,,114
--- page 114 row count: 29 (photo verified top-to-bottom; matches tail rows noted on p115 photo) ---

=== PAGE 113 ===
OPEL,ASTRA,"PJ, Grey Import",2009 to 2012,,3664,,5536,Top hold down bracket.,Yes,113
OPEL,ASTRA,"PJ, Diesel",2012 to 2013,,5372,,,,Yes,113
OPEL,ASTRA,"PJ, OPC, Petrol",2012 to 2013,,,,5556,,Yes,113
OPEL,ASTRA,"PJ, Petrol",2012 to 2013,,,3662,,,Yes,113
OPEL,CORSA,All variants,2012 to 2013,,3664,,5536,,,113
OPEL,INSIGNIA,Diesel,2012 to 2013,,5372,,,,,113
OPEL,INSIGNIA,Petrol,2012 to 2013,,,,5536,Must use an AGM battery.,,113
OPEL,ZAFIRA,Diesel,2012 to 2013,,5372,,,,,113
PANTHER,KALLISTA,All variants,1989 to 1991,,,3552,,,,113
PEUGEOT,205,All variants,1987 to 1994,,3372,3552,,,,113
PEUGEOT,206,"1.4L, 1.6L",1999 to 2007,,3372,,,,,113
PEUGEOT,206,2.0L,1999 to 2007,,,3552,,,,113
PEUGEOT,206,2D Cabriolet,1999 to 2007,,3554,,5526,,,113
PEUGEOT,207,All variants,2007 onward,,3554,,5526,,Yes,113
PEUGEOT,208,All other variants,2012 onward,,,,4026,,Yes,113
PEUGEOT,208,"GTi, 1.6L, Turbo, Petrol",2012 onward,,,,5536,,Yes,113
PEUGEOT,306,Diesel,1994 to 2002,,3554,,5526,,,113
PEUGEOT,306,Petrol,1994 to 2002,,3554,,5526,,,113
PEUGEOT,307,"CC, Petrol",2001 to 2009,,1060 3554,,5526,1060 is OEM battery from Peugeot.,,113
PEUGEOT,307,Diesel,2001 to 2009,,3664,,5536,,,113
PEUGEOT,307,Petrol,2001 to 2009,,1060,,5526,"3554 is under specification. 3664 can fit some vehicles by adjusting 'tangs' on battery tray. 1060 is OEM battery from Peugeot.",,113
PEUGEOT,308,All variants,2008 to 2011,,3554 3664,,5526 5536,Check battery specifications. Some variants use an AGM battery. Some variants do not require registration.,Yes,113
PEUGEOT,308,Diesel,2011 to 2014,,3664,,5536,Stop Start and eHDI variants must use an AGM battery.,Yes,113
PEUGEOT,308,Petrol,2011 to 2014,,3664 1060,,5536,Stop Start and eHDI variants must use an AGM battery. 1060 is OEM battery from Peugeot.,Yes,113
--- page 113 row count: 24 (photo verified top-to-bottom; p112 tail row above binding: NISSAN SKYLINE All variants 1988-1991 = 2501 5375 / 2541) ---

=== PAGE 112 ===
NISSAN,SERENA,All variants,1992 to 1995,,4503,,,,,112
NISSAN,SILVIA,Grey Import,1989 to 2002,,,2383,,,,112
NISSAN,SKYLINE,All variants,1978 to 1990,,2501 5375,2541,,,,112
NISSAN,SKYLINE,Grey Import,1994 to 2008,,,2138 2137,,Under bonnet plenum cover.,,112
NISSAN,SKYLINE GTR/GTS,Grey Import,1994 to 2008,,,2138 2137,,Under bonnet plenum cover.,,112
NISSAN,STAGEA,Grey Import,1996 to 2007,,,2383,,,,112
NISSAN,STANZA,All variants,1978 to 1983,,2501 5375,2541,,,,112
NISSAN,SUNNY,All variants,1979 to 1983,,,2381,,,,112
NISSAN,TERRANO II,Diesel,1997 to 2000,,4503 4703,,5593,,,112
NISSAN,TERRANO II,Petrol,1997 to 2000,,2501 5375,2541,,,,112
NISSAN,THE UTE,All variants,1982 to 1992,,2502,2542,,,,112
NISSAN,TIIDA,C11,2005 to 2007,,,2138,,,,112
NISSAN,TIIDA,C11 Upgrade,2007 to 2013,,,2138,,,,112
NISSAN,URVAN,Diesel,1980 to 1993,,4703,,5593,,,112
NISSAN,URVAN,Petrol,1980 to 1993,,2501 5375,2541,,,,112
NISSAN,V30,All variants,1986 to 1988,,4703,,5593,,,112
NISSAN,VANETTE,All variants,1982 to 1993,,,2383,,,,112
NISSAN,X-TRAIL,T30,2001 to 2007,,,2544,,,,112
NISSAN,X-TRAIL,"T31, Diesel",2007 to 2014,,4504,,5582,,,112
NISSAN,X-TRAIL,"T31, Petrol",2007 to 2014,,,2544,4032,2544 ledges can cause fitment problems. 4032 doesn't have ledges.,,112
NISSAN,X-TRAIL,"T32, Diesel",2014 to 2016,,,,4082,"Stop Start, must use EFB.",,112
NISSAN,X-TRAIL,"T32, Petrol",2014 to 2016,,,2544,4032,4032 is alternate fitment option.,,112
NISSAN,X-TRAIL,"T32 series 2, Diesel",2017 onward,,,,4082,,,112
NISSAN,X-TRAIL,"T32 series 2, Petrol",2017 onward,,,2544,,,,112
NISSAN SPECIAL VEHICLE,SKYLINE,All variants,1988 to 1991,,2501 5375,2541,,,,112
--- page 112 row count: 25 (photo verified top-to-bottom) ---

=== PAGE 111 ===
NISSAN,PATHFINDER,"R51, Petrol",2005 to 2013,,3664,,5536,,,111
NISSAN,PATHFINDER,"R51, Ti 550, 3.0L, Diesel",2005 to 2013,,,3884,3888,,,111
NISSAN,PATHFINDER,"R52, Hybrid",2013 onward,,,2136,,,,111
NISSAN,PATHFINDER,"R52, V6, Petrol",2013 onward,,3554,2544,,"Some fit 3554, some fit 2544.",,111
NISSAN,PATROL,"160 (MQ, MK), Diesel",1980 to 1987,,4703,,5593,Some variants require 2 batteries.,,111
NISSAN,PATROL,"160 (MQ, MK), Petrol",1980 to 1987,,,2543,,,,111
NISSAN,PATROL,"Y60 (GQ), Diesel",1988 to 1998,,4704,,5594,,,111
NISSAN,PATROL,"Y60 (GQ), Petrol",1988 to 1998,,,2544,4032,4032 is alternate fitment option.,,111
NISSAN,PATROL,"Y61 (GU), 4.5L, Petrol",1997 to 2001,,4504,,5582,,,111
NISSAN,PATROL,"Y61 (GU), Diesel",1997 to 2001,,4704,,5594,,,111
NISSAN,PATROL,"Y61 (GU), 4.8L, Petrol, ST",2001 to 2013,,4504,,,,,111
NISSAN,PATROL,"Y61 (GU), 4.8L, Petrol, Ti",2001 to 2013,,4704,,5594,,,111
NISSAN,PATROL,"Y61 (GU), Diesel",2001 to 2013,,4704,,5594,,,111
NISSAN,PATROL,"Y61 (GU), Diesel",2013 onward,,4704,,5594,,,111
NISSAN,PATROL,"Y62, Petrol",2013 onward,,4703,,5593,,,111
NISSAN,PINTARA,All variants,1986 to 1992,,2501 5375,2541,,,,111
NISSAN,PRAIRIE,All variants,1982 to 1985,,,2383,,,,111
NISSAN,PULSAR,N12,1980 to 1989,,,2382,,,,111
NISSAN,PULSAR,"N12, EXA, ET, Turbo",1980 to 1989,,,2384,,,,111
NISSAN,PULSAR,N13,1987 to 1991,,,2382,,,,111
NISSAN,PULSAR,"N14, Hatch",1990 to 1995,,,2384,,,,111
NISSAN,PULSAR,"N14, Sedan",1990 to 1995,,,2382,,,,111
NISSAN,PULSAR,N15,1995 to 2000,,,2384,,,,111
NISSAN,PULSAR,"N16, 1.6L, LX",2000 to 2006,,,2384,,,,111
NISSAN,PULSAR,"N16, 1.8L, Hatch, ST, Q",2000 to 2006,,,3552,,,,111
NISSAN,PULSAR,"N16, 1.8L, Sedan, ST, Q, Ti",2000 to 2006,,,2384,,,,111
NISSAN,PULSAR,"B17, Sedan",2013 onward,,,2544,,,,111
NISSAN,PULSAR,"C12, Hatch",2013 onward,,,2544,,,,111
NISSAN,QASHQAI,"ST, Ti, Petrol",2014 onward,,3554,,5526,Caution fragile clips - refer to MasterFit.,Yes,111
NISSAN,QASHQAI,"TS, TL, Diesel",2014 onward,,,,4036,"Stop Start, must use EFB. Caution fragile clips - refer to MasterFit.",Yes,111
--- page 111 row count: 30 (photo verified top-to-bottom; p110 tail rows above binding: PATHFINDER All variants 1987-1992 = 2543; PATHFINDER All variants 1992-2005 = 2543; PATHFINDER R51 2.5L Diesel 2005-2013 = 3664/5536) ---

=== PAGE 110 ===
NISSAN,MICRA,K11,1995 to 1997,,,2136,,,,110
NISSAN,MICRA,K12,2007 to 2010,,,2138,,,,110
NISSAN,MICRA,K13,2010 to 2013,,,2138,,,,110
NISSAN,MICRA,K13 Upgrade,2013 to 2015,,5344,,,Can fit 3554.,,110
NISSAN,MURANO,Z50,2005 to 2009,,,2544,4032,4032 is alternate fitment option.,,110
NISSAN,MURANO,Z51,2009 onward,,4504,2544,5582,,,110
NISSAN,NAVARA,"D21, Diesel",1986 to 1997,,4703,,5593,,,110
NISSAN,NAVARA,"D21, Petrol",1986 to 1997,,,2543,,,,110
NISSAN,NAVARA,"D22, 2.7L 4 Cyl, Diesel",1997 to 2001,,4703,,5593,,,110
NISSAN,NAVARA,"D22, 3.0L 4 Cyl, Diesel",1997 to 2001,,4703,,5593,,,110
NISSAN,NAVARA,"D22, 3.2L 4 Cyl, Diesel",1997 to 2001,,4703,,5593,,,110
NISSAN,NAVARA,"D22, Petrol",1997 to 2001,,,2543,,,,110
NISSAN,NAVARA,"D22, 3.0L 4 Cyl, Diesel",2001 to 2005,,4703,,5593,,,110
NISSAN,NAVARA,"D22, Petrol",2001 to 2005,,,2543,,,,110
NISSAN,NAVARA,"D22, 3.0L 4 Cyl, Diesel",2005 to 2008,,4703,,5593,,,110
NISSAN,NAVARA,"D40, 2.5L 4 Cyl, Diesel",2005 to 2008,,3664,,5536,,,110
NISSAN,NAVARA,"D40, 4.0L V6, Petrol",2005 to 2008,,3664,,5536,,,110
NISSAN,NAVARA,"D22, 2.5L, Diesel",2008 to 2011,,4503,,,"Some Thailand built variants had 2 batteries, 2543 and 2544.",,110
NISSAN,NAVARA,"D40, 2.5L 4 Cyl, Diesel",2008 to 2011,,4704 3664,,5536 5594,"VIN starting with MNT use 4704, VIN starting with VSK use 3664.",,110
NISSAN,NAVARA,"D40, 4.0L V6, Petrol",2008 to 2011,,3664,,5536,,,110
NISSAN,NAVARA,"D22, 2.5L, Diesel",2011 to 2015,,4503 4504,,,Requires 2 batteries.,,110
NISSAN,NAVARA,"D40, 2.5L 4 Cyl, Diesel",2011 to 2015,,4704 3664,,5536 5594,"VIN starting with MNT = 4704 (or 5594), VSK = 3664 (or 5536).",,110
NISSAN,NAVARA,"D40, 3.0L V6, Diesel",2011 to 2015,,,3884,3888,,,110
NISSAN,NAVARA,NP300 D23,2015 to 2017,,3664,,5536,,,110
NISSAN,NAVARA,"D23, Diesel",2017 onward,,3664,,,,,110
NISSAN,NOMAD,All variants,1987 to 1992,,,2382,,,,110
NISSAN,NX,All variants,1991 to 1995,,,2384 2382,,Some use large terminals.,,110
NISSAN,NX-R,All variants,1991 to 1996,,,2384 2382,,Some use large terminals.,,110
NISSAN,PATHFINDER,All variants,1987 to 1992,,,2543,,,,110
NISSAN,PATHFINDER,All variants,1992 to 2005,,,2543,,,,110
NISSAN,PATHFINDER,"R51, 2.5L, Diesel",2005 to 2013,,3664,,5536,,,110
--- page 110 row count: 31 (photo verified top-to-bottom; matches Pathfinder tail seen on p111 photo) ---

=== PAGE 109 ===
NISSAN,BLUEBIRD,All variants,1993 to 1997,,2502,2542,,,,109
NISSAN,C20,Van,1980 to 1982,,,2134,,,,109
NISSAN,CABSTAR,All variants,1984 to 1992,4901,,,,,,109
NISSAN,CIVILIAN,3 Tonne,1996 onward,,4703,,5593,,,109
NISSAN,CIVILIAN,Bus (24 Volt system),1996 onward,,4503 4504,,,Requires 2 batteries.,,109
NISSAN,CUBE,Grey Import,1998 to 2007,,,2384,,,,109
NISSAN,CUBE,Grey Import,2008 onward,,4504,,,,,109
NISSAN,DUALIS,"J10, Petrol",2007 to 2013,,3554,,5526,,,109
NISSAN,DUALIS,"J10 upgrade, Diesel",2013 onward,,,,4082,"Stop Start, must use EFB.",,109
NISSAN,DUALIS,"J10 upgrade, Petrol",2013 onward,,3554,,5526,,,109
NISSAN,E20,All variants,1974 to 1980,,2501 5375,2541,,2 batteries required.,,109
NISSAN,ELGRAND,Grey Import,1997 onward,,,2543,,,,109
NISSAN,EXA,All variants,1987 to 1990,,,2382,,,,109
NISSAN,GAZELLE,All variants,1984 to 1988,,,2381,,,,109
NISSAN,GT-R,HR 32,1991 to 1993,,,2138,,,,109
NISSAN,GT-R,R35,2009 onward,,,2136,,,,109
NISSAN,INFINITI,All variants,1993 to 1996,,,2544,4032,4032 is alternate fitment option.,,109
NISSAN,JUKE,"F15, ST",2013 to 2015,,,,4026,Must use EFB.,,109
NISSAN,JUKE,"F15, ST-S",2013 to 2015,,,2544,,,,109
NISSAN,JUKE,"F15, Ti-S AWD",2013 to 2015,,,2544,,,,109
NISSAN,JUKE,"F15 Series 2, 1.6L, Turbo",2015 to 2019,,,,4026,"Stop Start, must use EFB.",,109
NISSAN,JUKE,"F15 Series 2, ST, 1.2L, Turbo",2015 to 2019,,,,4036,"Stop Start, must use EFB.",,109
NISSAN,JUKE,"F15 Series 2, ST, 1.6L, NA",2015 to 2019,,,,4026,"Stop Start, must use EFB.",,109
NISSAN,JUKE,"F16, All variants",2020 onward,,,,4026,,,109
NISSAN,LEAF,ZE0,2012 to 2017,,,2136,,Aux. battery for Electric vehicle.,,109
NISSAN,LEAF,ZE1,2019 onward,,5344,,,5344 is Auxiliary battery for EV.,,109
NISSAN,MAXIMA,A30,1990 to 1995,,,2544,4032,4032 is alternate fitment option.,,109
NISSAN,MAXIMA,"A31, A32, A33",1993 to 2004,,,2544,,,,109
NISSAN,MAXIMA,J31,2003 to 2009,,,2544,,,,109
NISSAN,MAXIMA,J32,2009 to 2014,,,2544,4032,4032 is alternate fitment option.,,109
--- page 109 row count: 30 (photo verified top-to-bottom; p108 tail rows above binding: 200SX S15 2000-2003 = 2135; 350Z 2003-2009 = 2544; 370Z Z34 2009 onward = 2544/4032 alt; ALMERA 2012 onward = 2138; ALTIMA L33 2013 onward = 2544/4032 alt; BLUEBIRD 1981-1986 = 2501 5375/2541) ---

=== PAGE 108 ===
MORRIS,850,All variants,1961 to 1972,,,2134,,,,108
MORRIS,1100,All variants,1961 to 1972,,,2134,,,,108
MORRIS,1300,All variants,1961 to 1972,,,2134,,,,108
MORRIS,1500,All variants,1961 to 1972,,,2134,,,,108
MORRIS,ELITE,All variants,1962 to 1964,,,2134,,,,108
MORRIS,MAJOR,All variants,1960 to 1962,,,2134,,,,108
MORRIS,MARSHALL,All variants,1960,,,2134,,,,108
MORRIS,MINI,All variants,1965 to 1973,,2501 5375,2541,,,,108
MORRIS,MINOR,All variants,1960 to 1961,,,2134,,,,108
MORRIS,OXFORD,All variants,1960 to 1962,,,2134,,,,108
N.S.U.,PRINZ,All variants,1960 to 1966,4052,,,,,,108
N.S.U.,Ro 80,All variants,1969 to 1973,4052,,,,,,108
NISSAN,280,All variants,1978 to 1984,,2501,2541,,,,108
NISSAN,300,C,1984 to 1986,,2501,2541,,,,108
NISSAN,300,ZX,1984 to 1997,,2502,2542,,,,108
NISSAN,300,"ZX, Turbo",1984 to 1997,,,2544,4032,4032 is alternate fitment option.,,108
NISSAN,720,Diesel,1980 to 1985,,4703,,5593,,,108
NISSAN,720,Petrol,1980 to 1985,,2501,2541,,,,108
NISSAN,120Y,All variants,1977 to 1978,,,2134,,,,108
NISSAN,180SX,Grey Import,1989 to 2002,,,2384,,,,108
NISSAN,200SX,S14,1994 to 2000,,,2543,,,,108
NISSAN,200SX,S15,2000 to 2003,,,2135,,,,108
NISSAN,350Z,All variants,2003 to 2009,,,2544,,,,108
NISSAN,370Z,Z34,2009 onward,,,2544,4032,4032 is alternate fitment option.,,108
NISSAN,ALMERA,All variants,2012 onward,,,2138,,,,108
NISSAN,ALTIMA,L33,2013 onward,,,2544,4032,4032 is alternate fitment option.,,108
NISSAN,BLUEBIRD,All variants,1981 to 1986,,2501 5375,2541,,,,108
--- page 108 row count: 27 (photo verified top-to-bottom; matches tail rows noted on p109 photo) ---

=== PAGE 107 ===
MITSUBISHI,TRITON,"ME, MF, MG, MH, MJ, Petrol",1986 to 1996,,,2543,,,,107
MITSUBISHI,TRITON,"MK, 3.0L V6, Petrol",1996 to 2006,,4503 4703,,5593,,,107
MITSUBISHI,TRITON,"MK, Diesel",1996 to 2006,,4503,,,,,107
MITSUBISHI,TRITON,"MK, Petrol",1996 to 2006,,,2543,,,,107
MITSUBISHI,TRITON,"ML, 2.4L 4Cyl, Petrol",2006 to 2009,,,2543,,,,107
MITSUBISHI,TRITON,"ML, 3.0L V6, Petrol",2006 to 2009,,4504 4704,,5594,,,107
MITSUBISHI,TRITON,"ML, Diesel",2006 to 2009,,4704,,5594,,,107
MITSUBISHI,TRITON,"MN, Diesel",2009 to 2015,,4704,,5594,,,107
MITSUBISHI,TRITON,"MN, Petrol",2009 to 2015,,,2544,,,,107
